date,order_channel,total_orders,total_customers,total_qty_kg,gross_sales,discount_amount,delivery_fee,tax_amount,net_sales,created_at,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
2025-06-25,Website,94,88,624.72,25055.71,2255.82,888.9,1417.14,21910.989999999998,2025-12-10 10:48:49,,,,
2025-06-25,Mobile App,155,134,694.79,36280.27,2224.88,403.86,2005.36,33651.53,2025-12-10 10:48:49,,,,
2025-06-25,WhatsApp,138,128,258.25,12963.71,598.74,950.97,652.41,11414.0,2025-12-10 10:48:49,,,,
2025-06-26,Website,170,130,661.99,33329.49,746.47,442.01,1464.87,32141.01,2025-12-10 10:48:49,,,,
2025-06-26,Mobile App,128,93,753.17,33365.76,3166.22,1264.5,1427.72,28935.04,2025-12-10 10:48:49,,,,
2025-06-26,WhatsApp,89,56,195.42,5585.79,416.65,1127.44,290.42,4041.7,2025-12-10 10:48:49,,,,
2025-06-27,Website,286,192,193.08,11231.76,465.7,961.59,547.18,9804.470000000001,2025-12-10 10:48:49,,,,
2025-06-27,Mobile App,59,52,314.96,11459.01,1007.83,1107.23,667.4,9343.95,2025-12-10 10:48:49,,,,
2025-06-27,WhatsApp,122,90,752.17,24539.55,2016.31,1207.62,1277.77,21315.62,2025-12-10 10:48:49,,,,
2025-06-28,Website,251,179,373.11,10714.33,508.78,869.8,587.74,9335.75,2025-12-10 10:48:49,,,,
2025-06-28,Mobile App,139,89,736.98,40321.63,3812.47,1418.66,2319.8,35090.5,2025-12-10 10:48:49,,,,
2025-06-28,WhatsApp,77,70,776.77,31598.68,1223.13,1164.65,1313.31,29210.9,2025-12-10 10:48:49,,,,
2025-06-29,Website,130,100,365.9,19117.65,687.83,933.86,801.09,17495.960000000003,2025-12-10 10:48:49,,,,
2025-06-29,Mobile App,126,96,585.71,17176.14,626.62,713.65,937.8,15835.869999999999,2025-12-10 10:48:49,,,,
2025-06-29,WhatsApp,190,175,794.2,31691.6,821.39,612.89,1511.13,30257.32,2025-12-10 10:48:49,,,,
2025-06-30,Website,133,105,382.79,7768.31,551.92,1396.16,320.61,5820.2300000000005,2025-12-10 10:48:49,,,,
2025-06-30,Mobile App,209,137,348.81,9193.03,730.12,936.0,380.25,7526.910000000001,2025-12-10 10:48:49,,,,
2025-06-30,WhatsApp,104,62,345.49,15692.41,388.45,1367.96,700.44,13936.0,2025-12-10 10:48:49,,,,
2025-07-01,Website,189,163,495.4,23918.65,2198.79,309.06,1162.38,21410.800000000003,2025-12-10 10:48:49,,,,
2025-07-01,Mobile App,108,85,620.45,15599.11,448.25,1244.82,754.86,13906.04,2025-12-10 10:48:49,,,,
2025-07-01,WhatsApp,66,58,149.14,8888.99,487.45,782.17,407.74,7619.37,2025-12-10 10:48:49,,,,
2025-07-02,Website,289,236,730.44,34124.13,1725.64,1051.35,1849.22,31347.14,2025-12-10 10:48:49,,,,
2025-07-02,Mobile App,215,149,641.53,14399.2,824.65,996.21,813.35,12578.34,2025-12-10 10:48:49,,,,
2025-07-02,WhatsApp,104,87,596.85,35690.42,1080.92,452.2,1886.59,34157.299999999996,2025-12-10 10:48:49,,,,
2025-07-03,Website,158,109,604.9,27287.02,1967.97,428.66,1563.12,24890.39,2025-12-10 10:48:49,,,,
2025-07-03,Mobile App,165,131,568.51,15452.52,1177.95,1014.38,775.63,13260.19,2025-12-10 10:48:49,,,,
2025-07-03,WhatsApp,91,86,387.52,22454.36,570.22,1464.5,1173.43,20419.64,2025-12-10 10:48:49,,,,
2025-07-04,Website,253,156,195.28,4543.86,190.46,1471.79,248.13,2881.6099999999997,2025-12-10 10:48:49,,,,
2025-07-04,Mobile App,115,97,611.19,18535.59,1355.61,1227.96,1096.71,15952.02,2025-12-10 10:48:49,,,,
2025-07-04,WhatsApp,228,174,628.92,31107.8,1267.0,810.49,1376.07,29030.309999999998,2025-12-10 10:48:49,,,,
2025-07-05,Website,220,145,250.15,5758.75,454.49,989.41,235.27,4314.85,2025-12-10 10:48:49,,,,
2025-07-05,Mobile App,189,129,548.89,24459.27,1757.17,1496.69,1271.18,21205.41,2025-12-10 10:48:49,,,,
2025-07-05,WhatsApp,151,141,453.84,23380.51,879.17,828.44,1373.39,21672.899999999998,2025-12-10 10:48:49,,,,
2025-07-06,Website,95,68,352.6,14825.89,1373.41,665.0,662.23,12787.48,2025-12-10 10:48:49,,,,
2025-07-06,Mobile App,155,137,574.78,21739.86,784.47,662.68,1223.38,20292.71,2025-12-10 10:48:49,,,,
2025-07-06,WhatsApp,178,165,489.01,26219.75,743.77,660.71,1083.21,24815.27,2025-12-10 10:48:49,,,,
2025-07-07,Website,284,200,454.72,9201.72,339.43,1382.45,440.24,7479.839999999999,2025-12-10 10:48:49,,,,
2025-07-07,Mobile App,57,35,478.35,18634.47,1055.83,1487.27,903.12,16091.37,2025-12-10 10:48:49,,,,
2025-07-07,WhatsApp,280,173,171.93,5626.06,151.32,659.61,270.43,4815.13,2025-12-10 10:48:49,,,,
2025-07-08,Website,198,120,578.08,32889.85,1910.43,986.61,1940.18,29992.809999999998,2025-12-10 10:48:49,,,,
2025-07-08,Mobile App,289,207,449.56,9158.6,500.05,1318.28,515.58,7340.27,2025-12-10 10:48:49,,,,
2025-07-08,WhatsApp,285,229,245.78,5987.83,300.96,949.63,277.27,4737.24,2025-12-10 10:48:49,,,,
2025-07-09,Website,284,218,698.03,37750.26,2202.69,755.22,2195.23,34792.350000000006,2025-12-10 10:48:49,,,,
2025-07-09,Mobile App,266,248,774.33,26025.7,619.53,1165.6,1286.39,24240.57,2025-12-10 10:48:49,,,,
2025-07-09,WhatsApp,82,51,165.07,6812.5,502.16,502.29,299.69,5808.05,2025-12-10 10:48:49,,,,
2025-07-10,Website,276,171,292.76,8126.91,712.31,811.96,358.08,6602.639999999999,2025-12-10 10:48:49,,,,
2025-07-10,Mobile App,293,271,792.87,26720.55,1131.01,1047.15,1569.39,24542.39,2025-12-10 10:48:49,,,,
2025-07-10,WhatsApp,259,224,601.4,19189.29,605.77,1451.32,991.74,17132.2,2025-12-10 10:48:49,,,,
2025-07-11,Website,218,148,118.0,3317.89,309.59,923.15,157.78,2085.1499999999996,2025-12-10 10:48:49,,,,
2025-07-11,Mobile App,193,163,290.98,9789.92,617.96,1337.71,429.75,7834.25,2025-12-10 10:48:49,,,,
2025-07-11,WhatsApp,205,157,577.45,25394.65,1221.05,509.79,1264.12,23663.81,2025-12-10 10:48:49,,,,
2025-07-12,Website,175,122,414.27,21312.43,1942.8,944.48,1016.31,18425.15,2025-12-10 10:48:49,,,,
2025-07-12,Mobile App,65,58,339.34,12110.3,683.09,490.02,620.99,10937.189999999999,2025-12-10 10:48:49,,,,
2025-07-12,WhatsApp,124,78,333.41,13064.43,887.37,1102.76,657.25,11074.3,2025-12-10 10:48:49,,,,
2025-07-13,Website,221,203,170.57,3987.92,100.15,1139.31,173.29,2748.46,2025-12-10 10:48:49,,,,
2025-07-13,Mobile App,80,62,533.93,21173.28,1122.06,1263.95,1152.39,18787.269999999997,2025-12-10 10:48:49,,,,
2025-07-13,WhatsApp,203,155,383.88,9049.87,273.68,1201.99,511.23,7574.200000000001,2025-12-10 10:48:49,,,,
2025-07-14,Website,120,73,651.48,26586.84,1676.23,438.41,1544.85,24472.2,2025-12-10 10:48:49,,,,
2025-07-14,Mobile App,173,117,248.41,8915.48,721.4,1184.05,392.18,7010.03,2025-12-10 10:48:49,,,,
2025-07-14,WhatsApp,147,99,307.99,14439.69,846.92,881.71,600.73,12711.060000000001,2025-12-10 10:48:49,,,,
2025-07-15,Website,126,96,195.77,7762.03,189.23,1388.51,463.83,6184.29,2025-12-10 10:48:49,,,,
2025-07-15,Mobile App,161,112,153.1,5650.26,253.08,518.29,335.94,4878.89,2025-12-10 10:48:49,,,,
2025-07-15,WhatsApp,246,227,231.46,7227.48,496.44,649.76,366.04,6081.28,2025-12-10 10:48:49,,,,
2025-07-16,Website,106,64,251.96,11036.05,634.83,1229.7,442.72,9171.519999999999,2025-12-10 10:48:49,,,,
2025-07-16,Mobile App,193,155,156.62,4328.25,125.49,1292.6,192.49,2910.16,2025-12-10 10:48:49,,,,
2025-07-16,WhatsApp,123,98,559.21,33422.15,2791.04,868.39,1612.8,29762.72,2025-12-10 10:48:49,,,,
2025-07-17,Website,226,192,712.71,36268.6,2548.26,708.58,1791.13,33011.759999999995,2025-12-10 10:48:49,,,,
2025-07-17,Mobile App,254,188,771.46,25106.98,2259.26,958.75,1211.74,21888.97,2025-12-10 10:48:49,,,,
2025-07-17,WhatsApp,86,64,730.41,37699.77,2045.28,807.4,1854.57,34847.09,2025-12-10 10:48:49,,,,
2025-07-18,Website,246,159,568.76,26579.45,1921.4,1176.57,1547.18,23481.48,2025-12-10 10:48:49,,,,
2025-07-18,Mobile App,145,101,408.81,14077.53,741.18,1278.02,599.36,12058.330000000002,2025-12-10 10:48:49,,,,
2025-07-18,WhatsApp,276,244,484.79,14599.18,904.25,538.08,632.04,13156.85,2025-12-10 10:48:49,,,,
2025-07-19,Website,70,53,245.62,10778.72,965.66,1327.19,565.51,8485.869999999999,2025-12-10 10:48:49,,,,
2025-07-19,Mobile App,106,85,127.63,6661.47,180.8,876.27,307.7,5604.400000000001,2025-12-10 10:48:49,,,,
2025-07-19,WhatsApp,199,165,328.98,14542.52,411.76,956.52,754.99,13174.24,2025-12-10 10:48:49,,,,
2025-07-20,Website,222,185,733.84,41048.47,2510.95,981.62,1910.83,37555.9,2025-12-10 10:48:49,,,,
2025-07-20,Mobile App,143,131,656.19,24011.4,1594.74,760.38,1410.26,21656.280000000002,2025-12-10 10:48:49,,,,
2025-07-20,WhatsApp,102,67,227.87,4659.75,258.72,1489.07,227.96,2911.96,2025-12-10 10:48:49,,,,
2025-07-21,Website,255,238,447.76,18522.47,1551.75,1120.03,1035.75,15850.690000000002,2025-12-10 10:48:49,,,,
2025-07-21,Mobile App,89,82,173.08,3668.38,112.92,922.46,187.8,2633.0,2025-12-10 10:48:49,,,,
2025-07-21,WhatsApp,207,164,743.23,25765.95,1988.24,410.15,1101.53,23367.56,2025-12-10 10:48:49,,,,
2025-07-22,Website,289,238,545.91,14533.12,1211.43,466.84,698.72,12854.85,2025-12-10 10:48:49,,,,
2025-07-22,Mobile App,95,89,359.72,19953.14,688.13,646.61,939.76,18618.399999999998,2025-12-10 10:48:49,,,,
2025-07-22,WhatsApp,98,64,123.12,3883.93,182.77,1069.49,193.39,2631.67,2025-12-10 10:48:49,,,,
2025-07-23,Website,90,59,439.39,22943.65,1245.2,1432.83,1241.16,20265.620000000003,2025-12-10 10:48:49,,,,
2025-07-23,Mobile App,96,66,706.66,24405.72,1287.08,621.93,1064.27,22496.710000000003,2025-12-10 10:48:49,,,,
2025-07-23,WhatsApp,288,214,298.31,16339.03,545.51,1083.03,951.94,14710.490000000002,2025-12-10 10:48:49,,,,
2025-07-24,Website,165,132,750.03,25122.47,1234.83,406.01,1077.93,23481.63,2025-12-10 10:48:49,,,,
2025-07-24,Mobile App,220,164,352.95,7410.0,676.59,721.75,332.69,6011.66,2025-12-10 10:48:49,,,,
2025-07-24,WhatsApp,70,64,278.05,8349.28,752.46,598.56,480.31,6998.26,2025-12-10 10:48:49,,,,
2025-07-25,Website,108,89,200.8,9046.2,598.1,589.29,391.17,7858.810000000001,2025-12-10 10:48:49,,,,
2025-07-25,Mobile App,222,184,182.14,5121.23,506.64,957.09,243.29,3657.4999999999995,2025-12-10 10:48:49,,,,
2025-07-25,WhatsApp,213,182,246.02,11822.12,239.93,1373.2,618.47,10208.990000000002,2025-12-10 10:48:49,,,,
2025-07-26,Website,101,66,495.9,12710.01,824.32,722.28,678.65,11163.41,2025-12-10 10:48:49,,,,
2025-07-26,Mobile App,66,57,262.71,12262.19,336.57,651.68,576.75,11273.94,2025-12-10 10:48:49,,,,
2025-07-26,WhatsApp,89,63,414.37,16411.22,1125.96,352.58,920.81,14932.68,2025-12-10 10:48:49,,,,
2025-07-27,Website,141,131,677.36,19783.96,1035.72,1010.02,976.05,17738.219999999998,2025-12-10 10:48:49,,,,
2025-07-27,Mobile App,251,207,189.26,10175.9,430.52,612.07,537.83,9133.31,2025-12-10 10:48:49,,,,
2025-07-27,WhatsApp,141,114,623.3,35244.52,3206.64,747.94,1508.98,31289.939999999995,2025-12-10 10:48:49,,,,
2025-07-28,Website,123,85,454.15,18549.27,1833.02,434.14,939.17,16282.11,2025-12-10 10:48:49,,,,
2025-07-28,Mobile App,252,207,688.5,35410.13,3168.2,339.48,2021.67,31902.449999999997,2025-12-10 10:48:49,,,,
2025-07-28,WhatsApp,184,130,151.22,7788.31,462.88,842.89,404.3,6482.540000000001,2025-12-10 10:48:49,,,,
2025-07-29,Website,100,76,458.6,26266.51,1990.02,601.83,1369.43,23674.66,2025-12-10 10:48:49,,,,
2025-07-29,Mobile App,153,117,557.43,22405.19,2230.2,461.84,909.57,19713.149999999998,2025-12-10 10:48:49,,,,
2025-07-29,WhatsApp,258,234,292.98,13346.8,1181.75,529.89,571.0,11635.16,2025-12-10 10:48:49,,,,
2025-07-30,Website,191,164,604.44,18612.4,1215.77,1483.75,1044.51,15912.880000000001,2025-12-10 10:48:49,,,,
2025-07-30,Mobile App,132,83,654.17,32806.25,2281.71,712.33,1421.58,29812.21,2025-12-10 10:48:49,,,,
2025-07-30,WhatsApp,237,221,374.06,11341.41,478.03,698.54,569.6,10164.84,2025-12-10 10:48:49,,,,
2025-07-31,Website,256,238,433.84,18644.8,1684.96,625.4,1000.48,16334.439999999999,2025-12-10 10:48:49,,,,
2025-07-31,Mobile App,153,131,632.22,36293.27,1106.55,1232.59,1554.45,33954.13,2025-12-10 10:48:49,,,,
2025-07-31,WhatsApp,132,89,572.75,29546.24,1112.96,1344.34,1314.92,27088.940000000002,2025-12-10 10:48:49,,,,
2025-08-01,Website,138,90,731.61,31899.09,3160.03,1273.46,1756.91,27465.6,2025-12-10 10:48:49,,,,
2025-08-01,Mobile App,64,56,775.66,23292.54,1495.74,981.46,1283.43,20815.34,2025-12-10 10:48:49,,,,
2025-08-01,WhatsApp,99,79,235.41,12722.4,990.78,303.36,712.28,11428.26,2025-12-10 10:48:49,,,,
2025-08-02,Website,212,195,672.64,33848.96,1552.42,757.26,1429.2,31539.28,2025-12-10 10:48:49,,,,
2025-08-02,Mobile App,169,120,712.76,37050.42,1012.84,309.51,1801.9,35728.07,2025-12-10 10:48:49,,,,
2025-08-02,WhatsApp,66,56,165.3,5980.64,277.22,362.46,330.83,5340.96,2025-12-10 10:48:49,,,,
2025-08-03,Website,146,126,439.88,10911.14,555.45,836.55,556.03,9519.14,2025-12-10 10:48:49,,,,
2025-08-03,Mobile App,169,151,747.26,28026.99,1471.72,1283.2,1378.75,25272.07,2025-12-10 10:48:49,,,,
2025-08-03,WhatsApp,81,59,253.81,5210.2,190.77,1085.14,282.76,3934.29,2025-12-10 10:48:49,,,,
2025-08-04,Website,45,38,285.95,16986.0,1199.14,594.86,882.69,15192.0,2025-12-10 10:48:49,,,,
2025-08-04,Mobile App,164,112,631.24,36849.81,1350.92,1195.23,2139.5,34303.659999999996,2025-12-10 10:48:49,,,,
2025-08-04,WhatsApp,146,107,765.92,23909.65,580.48,687.66,1208.61,22641.510000000002,2025-12-10 10:48:49,,,,
2025-08-05,Website,220,148,302.91,16782.02,511.95,1425.66,902.2,14844.41,2025-12-10 10:48:49,,,,
2025-08-05,Mobile App,89,83,778.42,20545.78,800.57,1192.44,910.01,18552.769999999997,2025-12-10 10:48:49,,,,
2025-08-05,WhatsApp,217,166,725.77,31948.16,900.1,624.59,1418.99,30423.47,2025-12-10 10:48:49,,,,
2025-08-06,Website,54,36,773.92,39030.32,2502.98,1008.64,2050.42,35518.7,2025-12-10 10:48:49,,,,
2025-08-06,Mobile App,86,52,270.55,11869.7,530.68,713.92,654.68,10625.1,2025-12-10 10:48:49,,,,
2025-08-06,WhatsApp,53,43,761.89,20866.89,1434.09,347.75,896.49,19085.05,2025-12-10 10:48:49,,,,
2025-08-07,Website,138,87,789.9,44863.68,3959.24,362.07,2471.51,40542.37,2025-12-10 10:48:49,,,,
2025-08-07,Mobile App,194,172,667.78,21176.26,752.98,792.03,927.84,19631.25,2025-12-10 10:48:49,,,,
2025-08-07,WhatsApp,246,167,474.1,10180.79,916.34,1077.69,597.0,8186.76,2025-12-10 10:48:49,,,,
2025-08-08,Website,54,39,121.31,6431.76,246.69,497.43,377.86,5687.64,2025-12-10 10:48:49,,,,
2025-08-08,Mobile App,184,172,100.48,2995.64,220.33,348.01,127.35,2427.2999999999997,2025-12-10 10:48:49,,,,
2025-08-08,WhatsApp,63,47,792.64,22120.31,1305.68,766.45,1253.07,20048.18,2025-12-10 10:48:49,,,,
2025-08-09,Website,220,181,117.46,4469.88,287.87,565.95,187.5,3616.06,2025-12-10 10:48:49,,,,
2025-08-09,Mobile App,84,72,650.26,18594.91,976.02,933.08,1053.92,16685.81,2025-12-10 10:48:49,,,,
2025-08-09,WhatsApp,59,47,312.27,10512.73,515.25,618.02,495.49,9379.46,2025-12-10 10:48:49,,,,
2025-08-10,Website,227,173,590.15,13688.74,955.31,472.33,657.82,12261.1,2025-12-10 10:48:49,,,,
2025-08-10,Mobile App,78,63,704.31,24373.36,969.24,1094.92,1342.25,22309.2,2025-12-10 10:48:49,,,,
2025-08-10,WhatsApp,67,41,126.18,2844.07,185.02,830.56,114.68,1828.4900000000002,2025-12-10 10:48:49,,,,
2025-08-11,Website,198,176,215.48,4558.46,182.78,491.72,245.69,3883.96,2025-12-10 10:48:49,,,,
2025-08-11,Mobile App,53,42,462.51,10556.39,615.62,1204.43,562.02,8736.34,2025-12-10 10:48:49,,,,
2025-08-11,WhatsApp,237,148,594.59,13812.5,631.93,1032.37,555.68,12148.2,2025-12-10 10:48:49,,,,
2025-08-12,Website,178,132,249.56,9473.04,525.1,981.74,403.23,7966.200000000001,2025-12-10 10:48:49,,,,
2025-08-12,Mobile App,175,112,407.26,24076.33,1543.64,1062.96,1116.54,21469.730000000003,2025-12-10 10:48:49,,,,
2025-08-12,WhatsApp,60,39,695.03,16249.78,653.47,1034.45,933.23,14561.86,2025-12-10 10:48:49,,,,
2025-08-13,Website,216,186,234.61,9361.65,743.64,865.11,549.99,7752.9,2025-12-10 10:48:49,,,,
2025-08-13,Mobile App,88,75,244.26,12749.89,497.3,605.44,512.24,11647.15,2025-12-10 10:48:49,,,,
2025-08-13,WhatsApp,92,75,186.25,7752.07,761.08,1363.62,352.39,5627.37,2025-12-10 10:48:49,,,,
2025-08-14,Website,54,42,732.74,40053.66,3250.53,406.79,1632.43,36396.340000000004,2025-12-10 10:48:49,,,,
2025-08-14,Mobile App,92,58,559.91,11606.94,889.95,383.18,523.65,10333.810000000001,2025-12-10 10:48:49,,,,
2025-08-14,WhatsApp,225,158,757.14,36625.32,3550.28,1204.97,2176.71,31870.07,2025-12-10 10:48:49,,,,
2025-08-15,Website,161,137,283.66,9612.9,491.48,1078.73,537.19,8042.69,2025-12-10 10:48:49,,,,
2025-08-15,Mobile App,261,202,231.47,6944.95,420.65,590.35,393.73,5933.95,2025-12-10 10:48:49,,,,
2025-08-15,WhatsApp,96,60,629.44,21400.79,1529.35,572.2,1063.17,19299.24,2025-12-10 10:48:49,,,,
2025-08-16,Website,68,43,361.02,18960.22,1803.64,1035.67,958.94,16120.91,2025-12-10 10:48:49,,,,
2025-08-16,Mobile App,101,87,421.75,21382.76,1539.58,675.83,1022.17,19167.35,2025-12-10 10:48:49,,,,
2025-08-16,WhatsApp,98,86,406.22,12194.94,802.63,819.35,719.69,10572.960000000001,2025-12-10 10:48:49,,,,
2025-08-17,Website,220,136,151.25,8612.87,787.61,401.1,485.1,7424.160000000001,2025-12-10 10:48:49,,,,
2025-08-17,Mobile App,127,100,551.05,29571.96,950.65,466.64,1361.07,28154.67,2025-12-10 10:48:49,,,,
2025-08-17,WhatsApp,96,67,486.39,19897.29,1375.31,895.23,958.15,17626.75,2025-12-10 10:48:49,,,,
2025-08-18,Website,84,64,209.42,5921.31,484.29,323.5,301.08,5113.52,2025-12-10 10:48:49,,,,
2025-08-18,Mobile App,128,94,298.88,14377.04,673.18,1155.21,583.31,12548.650000000001,2025-12-10 10:48:49,,,,
2025-08-18,WhatsApp,247,190,719.37,31846.71,1548.75,348.07,1842.4,29949.89,2025-12-10 10:48:49,,,,
2025-08-19,Website,225,193,264.71,9092.72,812.74,623.46,478.2,7656.5199999999995,2025-12-10 10:48:49,,,,
2025-08-19,Mobile App,162,107,782.43,19899.77,1766.95,946.32,1059.93,17186.5,2025-12-10 10:48:49,,,,
2025-08-19,WhatsApp,150,132,325.64,12456.4,451.43,476.7,715.23,11528.27,2025-12-10 10:48:49,,,,
2025-08-20,Website,163,139,378.3,20796.23,928.64,851.28,990.08,19016.309999999998,2025-12-10 10:48:49,,,,
2025-08-20,Mobile App,207,191,223.57,9986.85,626.69,972.67,426.0,8387.49,2025-12-10 10:48:49,,,,
2025-08-20,WhatsApp,108,91,439.4,15821.93,1064.18,839.6,659.7,13918.15,2025-12-10 10:48:49,,,,
2025-08-21,Website,127,92,100.5,5678.42,161.74,405.03,276.3,5111.65,2025-12-10 10:48:49,,,,
2025-08-21,Mobile App,93,70,296.53,12777.72,502.71,1150.27,619.08,11124.74,2025-12-10 10:48:49,,,,
2025-08-21,WhatsApp,73,66,573.0,26387.53,2369.56,920.81,1122.1,23097.16,2025-12-10 10:48:49,,,,
2025-08-22,Website,161,122,791.06,28702.45,2342.29,1234.96,1323.26,25125.2,2025-12-10 10:48:49,,,,
2025-08-22,Mobile App,199,146,385.22,14396.66,1171.08,500.49,682.95,12725.09,2025-12-10 10:48:49,,,,
2025-08-22,WhatsApp,151,129,474.58,9787.66,585.33,927.3,555.42,8275.029999999999,2025-12-10 10:48:49,,,,
2025-08-23,Website,64,50,617.01,25006.47,794.73,411.11,1268.99,23800.63,2025-12-10 10:48:49,,,,
2025-08-23,Mobile App,211,151,320.69,12972.53,910.37,552.92,757.57,11509.240000000002,2025-12-10 10:48:49,,,,
2025-08-23,WhatsApp,54,35,480.03,25351.97,2139.26,589.31,1294.0,22623.4,2025-12-10 10:48:49,,,,
2025-08-24,Website,87,74,279.15,5960.44,284.46,1187.15,250.51,4488.83,2025-12-10 10:48:49,,,,
2025-08-24,Mobile App,102,81,776.7,32390.43,1599.84,1405.61,1826.75,29384.98,2025-12-10 10:48:49,,,,
2025-08-24,WhatsApp,192,177,513.27,11450.36,401.4,949.87,560.05,10099.09,2025-12-10 10:48:49,,,,
2025-08-25,Website,258,233,571.74,20173.58,1960.56,682.63,1117.84,17530.390000000003,2025-12-10 10:48:49,,,,
2025-08-25,Mobile App,63,50,627.92,21655.12,1879.82,1337.16,1009.92,18438.14,2025-12-10 10:48:49,,,,
2025-08-25,WhatsApp,194,162,503.79,12436.36,1021.64,1070.07,668.1,10344.650000000001,2025-12-10 10:48:49,,,,
2025-08-26,Website,71,59,790.29,22432.91,1377.06,374.98,1146.53,20680.87,2025-12-10 10:48:49,,,,
2025-08-26,Mobile App,214,132,348.42,15953.25,1590.9,1328.4,880.15,13033.95,2025-12-10 10:48:49,,,,
2025-08-26,WhatsApp,211,172,790.18,22193.71,1965.44,682.61,1111.7,19545.66,2025-12-10 10:48:49,,,,
2025-08-27,Website,241,149,378.48,10792.82,596.59,1030.52,591.88,9165.71,2025-12-10 10:48:49,,,,
2025-08-27,Mobile App,144,98,473.43,18201.04,449.6,647.71,972.52,17103.73,2025-12-10 10:48:49,,,,
2025-08-27,WhatsApp,243,206,443.81,23324.38,2035.05,1011.91,1169.89,20277.420000000002,2025-12-10 10:48:49,,,,
2025-08-28,Website,56,38,157.2,4104.01,209.5,611.72,173.54,3282.79,2025-12-10 10:48:49,,,,
2025-08-28,Mobile App,77,72,458.83,10724.16,1050.52,1317.01,597.38,8356.630000000001,2025-12-10 10:48:49,,,,
2025-08-28,WhatsApp,130,116,307.89,13010.24,703.82,948.69,767.75,11357.73,2025-12-10 10:48:49,,,,
2025-08-29,Website,91,60,553.12,30794.1,1233.57,1406.83,1737.19,28153.699999999997,2025-12-10 10:48:49,,,,
2025-08-29,Mobile App,200,126,407.59,20322.24,1715.86,935.11,875.98,17671.27,2025-12-10 10:48:49,,,,
2025-08-29,WhatsApp,227,143,322.47,13725.63,504.35,1192.4,641.95,12028.88,2025-12-10 10:48:49,,,,
2025-08-30,Website,206,169,471.34,26250.82,2106.62,751.19,1418.92,23393.01,2025-12-10 10:48:49,,,,
2025-08-30,Mobile App,111,66,595.18,25071.04,1244.03,651.0,1357.17,23176.010000000002,2025-12-10 10:48:49,,,,
2025-08-30,WhatsApp,91,73,200.86,4615.52,114.76,898.25,195.98,3602.51,2025-12-10 10:48:49,,,,
2025-08-31,Website,72,48,799.83,38168.88,1632.73,328.57,1807.47,36207.579999999994,2025-12-10 10:48:49,,,,
2025-08-31,Mobile App,210,135,153.79,7808.42,666.66,1472.82,401.66,5668.9400000000005,2025-12-10 10:48:49,,,,
2025-08-31,WhatsApp,143,98,305.49,16130.08,1132.27,1137.85,708.43,13859.96,2025-12-10 10:48:49,,,,
2025-09-01,Website,44,37,480.41,17591.97,978.01,949.16,1032.92,15664.800000000001,2025-12-10 10:48:49,,,,
2025-09-01,Mobile App,130,78,657.25,29227.73,1157.11,1400.27,1278.27,26670.35,2025-12-10 10:48:49,,,,
2025-09-01,WhatsApp,142,86,431.77,19872.33,1735.17,435.22,828.67,17701.940000000002,2025-12-10 10:48:49,,,,
2025-09-02,Website,97,75,276.85,10092.12,722.14,1048.16,585.97,8321.82,2025-12-10 10:48:49,,,,
2025-09-02,Mobile App,128,85,269.53,8887.76,549.51,835.87,415.02,7502.38,2025-12-10 10:48:49,,,,
2025-09-02,WhatsApp,150,133,169.52,8628.0,194.33,434.44,435.31,7999.23,2025-12-10 10:48:49,,,,
2025-09-03,Website,66,55,300.29,17535.4,353.3,328.04,1036.19,16854.06,2025-12-10 10:48:49,,,,
2025-09-03,Mobile App,42,29,751.24,40159.53,3952.28,1144.91,1874.12,35062.34,2025-12-10 10:48:49,,,,
2025-09-03,WhatsApp,153,107,747.77,32220.41,758.01,1382.22,1683.68,30080.18,2025-12-10 10:48:49,,,,
2025-09-04,Website,65,45,232.92,11090.57,635.69,1205.49,471.02,9249.39,2025-12-10 10:48:49,,,,
2025-09-04,Mobile App,135,106,561.12,33530.54,2817.95,969.28,1374.76,29743.31,2025-12-10 10:48:49,,,,
2025-09-04,WhatsApp,178,159,617.09,33507.25,776.65,324.6,1445.54,32406.0,2025-12-10 10:48:49,,,,
2025-09-05,Website,216,164,586.27,17180.66,1434.41,823.69,788.13,14922.56,2025-12-10 10:48:49,,,,
2025-09-05,Mobile App,44,30,350.85,12215.6,295.98,437.96,503.08,11481.66,2025-12-10 10:48:49,,,,
2025-09-05,WhatsApp,126,117,591.75,31654.16,1138.31,488.76,1500.23,30027.09,2025-12-10 10:48:49,,,,
2025-09-06,Website,182,166,452.08,16560.41,1275.51,722.79,774.28,14562.11,2025-12-10 10:48:49,,,,
2025-09-06,Mobile App,168,143,143.09,5442.59,519.89,956.81,235.76,3965.8900000000003,2025-12-10 10:48:49,,,,
2025-09-06,WhatsApp,48,41,490.23,28763.81,2818.86,1212.21,1155.8,24732.74,2025-12-10 10:48:49,,,,
2025-09-07,Website,186,152,132.85,4538.15,287.91,596.04,199.45,3654.2,2025-12-10 10:48:49,,,,
2025-09-07,Mobile App,101,74,352.78,15411.97,992.06,1389.07,644.22,13030.84,2025-12-10 10:48:49,,,,
2025-09-07,WhatsApp,141,86,450.03,23504.28,2048.08,477.63,1274.41,20978.57,2025-12-10 10:48:49,,,,
2025-09-08,Website,64,40,345.76,19057.9,1363.76,1003.13,762.34,16691.010000000002,2025-12-10 10:48:49,,,,
