date,customer_type,total_orders,total_qty_kg,gross_sales,discount_amount,tax_amount,net_sales,created_at,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
2025-06-23,Retail Chain,7,850.73,20088.29,1721.18,1078.82,18367.11,2025-12-02 10:46:16,,,,
2025-06-23,Caterer,16,621.73,9369.62,752.51,477.88,8617.11,2025-12-02 10:46:16,,,,
2025-06-24,HORECA,9,624.67,11060.64,766.64,559.39,10294.0,2025-12-02 10:46:16,,,,
2025-06-24,Wholesaler,26,494.22,8840.0,786.18,446.16,8053.82,2025-12-02 10:46:16,,,,
2025-06-24,Retail Chain,14,300.63,6597.91,435.58,354.48,6162.33,2025-12-02 10:46:16,,,,
2025-06-24,Caterer,8,1112.75,25761.31,1918.67,1208.12,23842.64,2025-12-02 10:46:16,,,,
2025-06-25,HORECA,21,1052.54,16547.02,1575.95,845.81,14971.07,2025-12-02 10:46:16,,,,
2025-06-25,Wholesaler,5,580.79,11608.49,849.45,621.36,10759.039999999999,2025-12-02 10:46:16,,,,
2025-06-25,Retail Chain,26,594.81,10803.71,758.66,546.66,10045.05,2025-12-02 10:46:16,,,,
2025-06-25,Caterer,21,1110.0,19257.1,1758.18,1026.5,17498.92,2025-12-02 10:46:16,,,,
2025-06-26,HORECA,15,344.59,7848.63,501.48,387.27,7347.15,2025-12-02 10:46:16,,,,
2025-06-26,Wholesaler,18,674.57,10133.06,736.15,513.92,9396.91,2025-12-02 10:46:16,,,,
2025-06-26,Retail Chain,24,781.39,18721.83,1872.1,921.95,16849.730000000003,2025-12-02 10:46:16,,,,
2025-06-26,Caterer,20,1160.87,21318.94,1537.83,1172.53,19781.11,2025-12-02 10:46:16,,,,
2025-06-27,HORECA,20,599.38,9673.54,697.56,516.58,8975.980000000001,2025-12-02 10:46:16,,,,
2025-06-27,Wholesaler,17,755.58,15957.48,1122.76,750.0,14834.72,2025-12-02 10:46:16,,,,
2025-06-27,Retail Chain,27,781.42,18783.18,1728.1,890.82,17055.08,2025-12-02 10:46:16,,,,
2025-06-27,Caterer,11,1116.94,19345.24,1261.08,944.35,18084.160000000003,2025-12-02 10:46:16,,,,
2025-06-28,HORECA,6,662.51,14504.95,1363.68,653.2,13141.27,2025-12-02 10:46:16,,,,
2025-06-28,Wholesaler,25,369.51,8091.57,478.56,422.8,7613.009999999999,2025-12-02 10:46:16,,,,
2025-06-28,Retail Chain,15,361.26,6918.71,497.56,338.69,6421.15,2025-12-02 10:46:16,,,,
2025-06-28,Caterer,16,245.61,4854.45,296.01,253.35,4558.44,2025-12-02 10:46:16,,,,
2025-06-29,HORECA,27,929.52,16927.71,1416.55,856.4,15511.16,2025-12-02 10:46:16,,,,
2025-06-29,Wholesaler,15,380.64,9395.32,475.44,433.2,8919.88,2025-12-02 10:46:16,,,,
2025-06-29,Retail Chain,24,246.47,4441.94,321.12,209.72,4120.82,2025-12-02 10:46:16,,,,
2025-06-29,Caterer,12,737.86,17497.68,990.16,884.49,16507.52,2025-12-02 10:46:16,,,,
2025-06-30,HORECA,27,538.62,11471.36,904.78,600.49,10566.58,2025-12-02 10:46:16,,,,
2025-06-30,Wholesaler,6,524.66,8379.44,673.29,460.42,7706.150000000001,2025-12-02 10:46:16,,,,
2025-06-30,Retail Chain,22,1082.03,25498.09,2541.65,1397.61,22956.44,2025-12-02 10:46:16,,,,
2025-06-30,Caterer,13,559.21,12060.03,858.33,626.48,11201.7,2025-12-02 10:46:16,,,,
2025-07-01,HORECA,24,891.09,13469.52,781.13,685.06,12688.390000000001,2025-12-02 10:46:16,,,,
2025-07-01,Wholesaler,22,925.55,15451.41,1208.59,796.45,14242.82,2025-12-02 10:46:16,,,,
2025-07-01,Retail Chain,19,814.22,15878.11,1368.43,795.79,14509.68,2025-12-02 10:46:16,,,,
2025-07-01,Caterer,23,211.61,4314.53,387.11,220.62,3927.4199999999996,2025-12-02 10:46:16,,,,
2025-07-02,HORECA,17,366.3,8437.61,572.62,451.77,7864.990000000001,2025-12-02 10:46:16,,,,
2025-07-02,Wholesaler,24,301.92,7298.15,702.96,387.7,6595.19,2025-12-02 10:46:16,,,,
2025-07-02,Retail Chain,27,991.16,20406.87,1974.88,963.69,18431.989999999998,2025-12-02 10:46:16,,,,
2025-07-02,Caterer,22,910.48,22531.14,1277.27,1103.13,21253.87,2025-12-02 10:46:16,,,,
2025-07-03,HORECA,27,355.97,7676.13,690.68,421.4,6985.45,2025-12-02 10:46:16,,,,
2025-07-03,Wholesaler,18,285.58,4545.18,377.42,212.2,4167.76,2025-12-02 10:46:16,,,,
2025-07-03,Retail Chain,17,808.4,15389.61,794.64,823.53,14594.970000000001,2025-12-02 10:46:16,,,,
2025-07-03,Caterer,23,1095.25,25367.46,1742.31,1252.36,23625.149999999998,2025-12-02 10:46:16,,,,
2025-07-04,HORECA,22,1039.68,16349.34,853.58,776.93,15495.76,2025-12-02 10:46:16,,,,
2025-07-04,Wholesaler,16,904.92,20480.0,1845.83,989.13,18634.17,2025-12-02 10:46:16,,,,
2025-07-04,Retail Chain,9,784.17,17706.15,1434.24,941.1,16271.910000000002,2025-12-02 10:46:16,,,,
2025-07-04,Caterer,10,785.55,18627.67,1797.23,977.59,16830.44,2025-12-02 10:46:16,,,,
2025-07-05,HORECA,27,831.28,18485.05,1125.74,905.32,17359.309999999998,2025-12-02 10:46:16,,,,
2025-07-05,Wholesaler,15,204.66,4142.11,211.5,209.92,3930.6099999999997,2025-12-02 10:46:16,,,,
2025-07-05,Retail Chain,18,1000.49,16840.05,1046.9,825.96,15793.15,2025-12-02 10:46:16,,,,
2025-07-05,Caterer,27,703.04,16913.84,1238.34,865.35,15675.5,2025-12-02 10:46:16,,,,
2025-07-06,HORECA,6,1021.12,24355.36,2311.03,1177.32,22044.33,2025-12-02 10:46:16,,,,
2025-07-06,Wholesaler,17,605.03,13842.3,709.97,629.71,13132.33,2025-12-02 10:46:16,,,,
2025-07-06,Retail Chain,13,1087.76,22924.9,1214.25,1072.28,21710.65,2025-12-02 10:46:16,,,,
2025-07-06,Caterer,19,201.23,4776.89,474.22,248.71,4302.67,2025-12-02 10:46:16,,,,
2025-07-07,HORECA,8,379.89,8927.05,757.68,463.53,8169.369999999999,2025-12-02 10:46:16,,,,
2025-07-07,Wholesaler,12,1105.71,17823.12,1442.78,847.24,16380.339999999998,2025-12-02 10:46:16,,,,
2025-07-07,Retail Chain,30,523.56,11002.01,693.77,535.39,10308.24,2025-12-02 10:46:16,,,,
2025-07-07,Caterer,12,412.57,9824.36,971.02,499.17,8853.34,2025-12-02 10:46:16,,,,
2025-07-08,HORECA,9,1125.1,26001.28,1579.13,1251.56,24422.149999999998,2025-12-02 10:46:16,,,,
2025-07-08,Wholesaler,22,274.9,6677.3,423.42,352.5,6253.88,2025-12-02 10:46:16,,,,
2025-07-08,Retail Chain,7,767.64,13421.78,1050.94,622.07,12370.84,2025-12-02 10:46:16,,,,
2025-07-08,Caterer,6,605.59,13412.3,948.36,627.02,12463.939999999999,2025-12-02 10:46:16,,,,
2025-07-09,HORECA,21,455.05,10106.5,581.27,459.89,9525.23,2025-12-02 10:46:16,,,,
2025-07-09,Wholesaler,21,484.48,10785.63,1061.59,589.85,9724.039999999999,2025-12-02 10:46:16,,,,
2025-07-09,Retail Chain,27,635.92,11993.26,912.33,540.34,11080.93,2025-12-02 10:46:16,,,,
2025-07-09,Caterer,9,660.11,15547.68,869.23,822.51,14678.45,2025-12-02 10:46:16,,,,
2025-07-10,HORECA,5,201.46,3789.62,271.27,197.81,3518.35,2025-12-02 10:46:16,,,,
2025-07-10,Wholesaler,12,261.78,6115.34,334.64,298.07,5780.7,2025-12-02 10:46:16,,,,
2025-07-10,Retail Chain,18,1108.52,19291.19,1511.88,889.63,17779.309999999998,2025-12-02 10:46:16,,,,
2025-07-10,Caterer,21,965.9,15497.31,799.57,830.87,14697.74,2025-12-02 10:46:16,,,,
2025-07-11,HORECA,17,558.78,11220.77,934.99,569.21,10285.78,2025-12-02 10:46:16,,,,
2025-07-11,Wholesaler,22,648.02,13895.69,1102.21,704.16,12793.48,2025-12-02 10:46:16,,,,
2025-07-11,Retail Chain,30,871.04,21037.65,1324.09,1079.08,19713.56,2025-12-02 10:46:16,,,,
2025-07-11,Caterer,15,1028.83,17358.29,1665.53,827.97,15692.76,2025-12-02 10:46:16,,,,
2025-07-12,HORECA,13,304.05,7028.51,649.88,333.11,6378.63,2025-12-02 10:46:16,,,,
2025-07-12,Wholesaler,20,1164.77,23048.49,1723.2,1037.82,21325.29,2025-12-02 10:46:16,,,,
2025-07-12,Retail Chain,9,1195.5,27806.89,2686.68,1340.52,25120.21,2025-12-02 10:46:16,,,,
2025-07-12,Caterer,12,617.88,11594.62,955.53,582.8,10639.09,2025-12-02 10:46:16,,,,
2025-07-13,HORECA,22,659.44,14673.81,817.0,803.45,13856.81,2025-12-02 10:46:16,,,,
2025-07-13,Wholesaler,10,437.51,9892.95,895.69,527.07,8997.26,2025-12-02 10:46:16,,,,
2025-07-13,Retail Chain,8,500.51,8291.24,731.26,408.5,7559.98,2025-12-02 10:46:16,,,,
2025-07-13,Caterer,21,1181.6,22517.92,1670.89,1030.31,20847.03,2025-12-02 10:46:16,,,,
2025-07-14,HORECA,10,1142.85,17779.04,1510.73,919.93,16268.310000000001,2025-12-02 10:46:16,,,,
2025-07-14,Wholesaler,30,1177.48,23023.87,1745.34,1214.6,21278.53,2025-12-02 10:46:16,,,,
2025-07-14,Retail Chain,10,954.13,19782.49,1194.06,920.05,18588.43,2025-12-02 10:46:16,,,,
2025-07-14,Caterer,22,314.0,5279.09,491.31,270.44,4787.78,2025-12-02 10:46:16,,,,
2025-07-15,HORECA,11,475.63,11877.93,959.27,611.29,10918.66,2025-12-02 10:46:16,,,,
2025-07-15,Wholesaler,24,214.09,4960.21,326.19,231.35,4634.02,2025-12-02 10:46:16,,,,
2025-07-15,Retail Chain,11,536.14,12454.65,655.63,630.14,11799.02,2025-12-02 10:46:16,,,,
2025-07-15,Caterer,6,319.49,7708.88,663.43,353.33,7045.45,2025-12-02 10:46:16,,,,
2025-07-16,HORECA,26,734.31,17173.25,981.71,870.37,16191.54,2025-12-02 10:46:16,,,,
2025-07-16,Wholesaler,19,398.25,9240.66,893.07,477.19,8347.59,2025-12-02 10:46:16,,,,
2025-07-16,Retail Chain,19,1197.44,24440.54,2111.25,1319.51,22329.29,2025-12-02 10:46:16,,,,
2025-07-16,Caterer,19,751.89,12140.57,1097.66,578.38,11042.91,2025-12-02 10:46:16,,,,
2025-07-17,HORECA,19,1199.7,25291.58,2495.69,1217.98,22795.890000000003,2025-12-02 10:46:16,,,,
2025-07-17,Wholesaler,14,388.07,6069.26,529.57,273.29,5539.6900000000005,2025-12-02 10:46:16,,,,
2025-07-17,Retail Chain,9,925.92,17939.59,905.66,936.75,17033.93,2025-12-02 10:46:16,,,,
2025-07-17,Caterer,16,345.73,7174.08,497.93,327.16,6676.15,2025-12-02 10:46:16,,,,
2025-07-18,HORECA,16,394.72,6600.49,424.94,312.77,6175.55,2025-12-02 10:46:16,,,,
2025-07-18,Wholesaler,13,388.49,9136.3,700.19,493.65,8436.109999999999,2025-12-02 10:46:16,,,,
2025-07-18,Retail Chain,27,1085.73,26850.57,1355.63,1368.59,25494.94,2025-12-02 10:46:16,,,,
2025-07-18,Caterer,24,1060.61,23268.7,2169.96,1120.83,21098.74,2025-12-02 10:46:16,,,,
2025-07-19,HORECA,26,295.24,6507.8,412.69,346.3,6095.110000000001,2025-12-02 10:46:16,,,,
2025-07-19,Wholesaler,7,882.33,18072.71,1052.38,878.66,17020.329999999998,2025-12-02 10:46:16,,,,
2025-07-19,Retail Chain,29,550.51,11241.51,1056.01,536.7,10185.5,2025-12-02 10:46:16,,,,
2025-07-19,Caterer,15,419.02,8405.18,703.7,444.04,7701.4800000000005,2025-12-02 10:46:16,,,,
2025-07-20,HORECA,9,911.74,19010.05,1882.3,898.51,17127.75,2025-12-02 10:46:16,,,,
2025-07-20,Wholesaler,6,852.55,16487.75,834.76,774.76,15652.99,2025-12-02 10:46:16,,,,
2025-07-20,Retail Chain,21,982.38,16560.58,839.74,834.58,15720.840000000002,2025-12-02 10:46:16,,,,
2025-07-20,Caterer,30,1040.36,23453.41,1559.46,1199.81,21893.95,2025-12-02 10:46:16,,,,
2025-07-21,HORECA,14,756.82,11812.7,913.8,615.28,10898.900000000001,2025-12-02 10:46:16,,,,
2025-07-21,Wholesaler,9,441.85,7620.86,665.14,385.5,6955.719999999999,2025-12-02 10:46:16,,,,
2025-07-21,Retail Chain,26,934.43,17024.16,1553.17,874.79,15470.99,2025-12-02 10:46:16,,,,
2025-07-21,Caterer,19,411.05,6485.74,588.22,329.84,5897.5199999999995,2025-12-02 10:46:16,,,,
2025-07-22,HORECA,10,484.31,7633.9,517.93,392.42,7115.969999999999,2025-12-02 10:46:16,,,,
2025-07-22,Wholesaler,27,387.1,7878.75,590.03,426.49,7288.72,2025-12-02 10:46:16,,,,
2025-07-22,Retail Chain,6,659.13,16406.82,1586.71,826.2,14820.11,2025-12-02 10:46:16,,,,
2025-07-22,Caterer,27,935.14,18238.63,1088.63,884.74,17150.0,2025-12-02 10:46:16,,,,
2025-07-23,HORECA,21,996.87,24102.04,2214.64,1230.44,21887.4,2025-12-02 10:46:16,,,,
2025-07-23,Wholesaler,30,818.75,19072.8,1777.18,968.9,17295.62,2025-12-02 10:46:16,,,,
2025-07-23,Retail Chain,10,252.5,5975.97,399.12,318.91,5576.85,2025-12-02 10:46:16,,,,
2025-07-23,Caterer,13,696.79,12672.8,742.05,656.19,11930.75,2025-12-02 10:46:16,,,,
2025-07-24,HORECA,16,952.04,14600.44,1301.61,783.63,13298.83,2025-12-02 10:46:16,,,,
2025-07-24,Wholesaler,20,979.56,23381.12,1337.96,1141.51,22043.16,2025-12-02 10:46:16,,,,
2025-07-24,Retail Chain,25,934.69,19666.26,1245.68,957.66,18420.579999999998,2025-12-02 10:46:16,,,,
2025-07-24,Caterer,10,546.11,10664.77,659.96,584.12,10004.810000000001,2025-12-02 10:46:16,,,,
2025-07-25,HORECA,29,961.29,15884.13,1488.54,744.47,14395.59,2025-12-02 10:46:16,,,,
2025-07-25,Wholesaler,28,459.19,7813.53,503.11,424.1,7310.42,2025-12-02 10:46:16,,,,
2025-07-25,Retail Chain,23,773.35,14151.7,744.35,688.02,13407.35,2025-12-02 10:46:16,,,,
2025-07-25,Caterer,7,870.19,15613.39,1021.8,820.79,14591.59,2025-12-02 10:46:16,,,,
2025-07-26,HORECA,25,912.6,19570.14,1639.35,915.53,17930.79,2025-12-02 10:46:16,,,,
2025-07-26,Wholesaler,25,1184.7,22694.45,1704.47,1148.16,20989.98,2025-12-02 10:46:16,,,,
2025-07-26,Retail Chain,18,954.79,19806.45,1527.06,1057.12,18279.39,2025-12-02 10:46:16,,,,
2025-07-26,Caterer,25,660.78,15521.28,792.17,757.75,14729.11,2025-12-02 10:46:16,,,,
2025-07-27,HORECA,13,883.27,13303.78,794.98,619.41,12508.800000000001,2025-12-02 10:46:16,,,,
2025-07-27,Wholesaler,9,356.29,8527.15,565.1,387.42,7962.049999999999,2025-12-02 10:46:16,,,,
2025-07-27,Retail Chain,22,666.87,11772.45,965.22,533.41,10807.230000000001,2025-12-02 10:46:16,,,,
2025-07-27,Caterer,5,357.18,5944.85,514.99,280.06,5429.860000000001,2025-12-02 10:46:16,,,,
2025-07-28,HORECA,21,725.38,14093.52,1156.28,642.61,12937.24,2025-12-02 10:46:16,,,,
2025-07-28,Wholesaler,24,480.54,11266.47,977.95,580.81,10288.519999999999,2025-12-02 10:46:16,,,,
2025-07-28,Retail Chain,16,918.6,19853.9,1646.54,1006.95,18207.36,2025-12-02 10:46:16,,,,
2025-07-28,Caterer,12,739.07,18348.86,1550.73,967.2,16798.13,2025-12-02 10:46:16,,,,
2025-07-29,HORECA,8,970.81,21307.25,1514.85,1097.32,19792.4,2025-12-02 10:46:16,,,,
2025-07-29,Wholesaler,17,379.23,8778.1,538.31,402.08,8239.79,2025-12-02 10:46:16,,,,
2025-07-29,Retail Chain,18,894.49,15830.11,920.73,865.88,14909.380000000001,2025-12-02 10:46:16,,,,
2025-07-29,Caterer,20,674.61,16130.32,1179.65,756.35,14950.67,2025-12-02 10:46:16,,,,
2025-07-30,HORECA,28,608.14,11432.75,876.62,627.67,10556.13,2025-12-02 10:46:16,,,,
2025-07-30,Wholesaler,21,1035.75,16107.11,810.38,786.73,15296.730000000001,2025-12-02 10:46:16,,,,
2025-07-30,Retail Chain,11,201.38,4205.5,301.98,229.33,3903.52,2025-12-02 10:46:16,,,,
2025-07-30,Caterer,22,612.04,13183.87,1040.07,695.97,12143.800000000001,2025-12-02 10:46:16,,,,
2025-07-31,HORECA,14,1038.02,20884.65,1744.5,940.26,19140.15,2025-12-02 10:46:16,,,,
2025-07-31,Wholesaler,12,570.49,13391.05,936.05,722.72,12455.0,2025-12-02 10:46:16,,,,
2025-07-31,Retail Chain,26,275.54,6428.74,626.04,350.8,5802.7,2025-12-02 10:46:16,,,,
2025-07-31,Caterer,18,923.82,19721.99,1101.39,969.39,18620.600000000002,2025-12-02 10:46:16,,,,
2025-08-01,HORECA,28,854.69,18009.09,1594.23,863.83,16414.86,2025-12-02 10:46:16,,,,
2025-08-01,Wholesaler,8,579.93,11150.21,1017.13,533.85,10133.08,2025-12-02 10:46:16,,,,
2025-08-01,Retail Chain,29,698.53,17143.97,961.0,791.84,16182.970000000001,2025-12-02 10:46:16,,,,
2025-08-01,Caterer,24,603.23,13526.73,964.41,702.03,12562.32,2025-12-02 10:46:16,,,,
2025-08-02,HORECA,20,478.86,7746.65,548.76,415.77,7197.889999999999,2025-12-02 10:46:16,,,,
2025-08-02,Wholesaler,27,1198.75,24380.38,1811.21,1249.23,22569.170000000002,2025-12-02 10:46:16,,,,
2025-08-02,Retail Chain,22,317.75,6427.54,635.34,335.0,5792.2,2025-12-02 10:46:16,,,,
2025-08-02,Caterer,9,387.66,9204.83,724.29,451.48,8480.54,2025-12-02 10:46:16,,,,
2025-08-03,HORECA,25,540.16,13411.0,979.51,734.1,12431.49,2025-12-02 10:46:16,,,,
2025-08-03,Wholesaler,9,967.66,15676.58,1318.26,727.91,14358.32,2025-12-02 10:46:16,,,,
2025-08-03,Retail Chain,20,385.9,7639.75,392.56,416.3,7247.19,2025-12-02 10:46:16,,,,
2025-08-03,Caterer,17,308.41,6044.64,374.58,331.45,5670.06,2025-12-02 10:46:16,,,,
2025-08-04,HORECA,5,1160.74,18635.98,1770.36,882.49,16865.62,2025-12-02 10:46:16,,,,
2025-08-04,Wholesaler,26,673.41,11285.78,1094.68,542.87,10191.1,2025-12-02 10:46:16,,,,
2025-08-04,Retail Chain,17,1154.93,18574.43,1353.5,931.14,17220.93,2025-12-02 10:46:16,,,,
2025-08-04,Caterer,26,740.99,12208.35,610.77,650.31,11597.58,2025-12-02 10:46:16,,,,
2025-08-05,HORECA,20,778.18,15936.73,1201.2,831.88,14735.529999999999,2025-12-02 10:46:16,,,,
2025-08-05,Wholesaler,28,250.77,5391.04,485.69,280.14,4905.35,2025-12-02 10:46:16,,,,
2025-08-05,Retail Chain,14,863.36,21403.89,1156.33,1106.74,20247.559999999998,2025-12-02 10:46:16,,,,
2025-08-05,Caterer,11,408.31,9452.11,598.2,448.29,8853.91,2025-12-02 10:46:16,,,,
2025-08-06,HORECA,10,782.04,15105.27,834.61,786.05,14270.66,2025-12-02 10:46:16,,,,
2025-08-06,Wholesaler,10,946.36,23486.31,1423.76,1111.17,22062.550000000003,2025-12-02 10:46:16,,,,
2025-08-06,Retail Chain,24,553.14,13336.08,779.87,703.52,12556.21,2025-12-02 10:46:16,,,,
2025-08-06,Caterer,27,787.87,16185.91,1179.35,790.72,15006.56,2025-12-02 10:46:16,,,,
2025-08-07,HORECA,10,342.05,6473.75,526.68,318.78,5947.07,2025-12-02 10:46:16,,,,
2025-08-07,Wholesaler,13,1112.5,20720.58,1491.34,1064.98,19229.24,2025-12-02 10:46:16,,,,
2025-08-07,Retail Chain,12,847.99,19360.0,1426.37,902.25,17933.63,2025-12-02 10:46:16,,,,
2025-08-07,Caterer,8,728.22,14522.81,1427.98,696.11,13094.83,2025-12-02 10:46:16,,,,
2025-08-08,HORECA,23,1171.57,20326.73,1034.47,1037.41,19292.26,2025-12-02 10:46:16,,,,
2025-08-08,Wholesaler,23,523.49,11756.64,1075.56,644.27,10681.08,2025-12-02 10:46:16,,,,
2025-08-08,Retail Chain,19,239.36,5979.15,363.27,315.48,5615.879999999999,2025-12-02 10:46:16,,,,
2025-08-08,Caterer,22,771.17,12454.73,927.45,575.51,11527.279999999999,2025-12-02 10:46:16,,,,
2025-08-09,HORECA,30,869.96,20531.38,1906.92,1060.62,18624.46,2025-12-02 10:46:16,,,,
2025-08-09,Wholesaler,7,267.9,5810.49,451.75,303.12,5358.74,2025-12-02 10:46:16,,,,
2025-08-09,Retail Chain,27,200.8,4446.9,290.88,209.4,4156.0199999999995,2025-12-02 10:46:16,,,,
2025-08-09,Caterer,27,826.7,17773.31,1346.39,873.57,16426.920000000002,2025-12-02 10:46:16,,,,
2025-08-10,HORECA,11,1041.71,24811.64,2157.33,1189.54,22654.309999999998,2025-12-02 10:46:16,,,,
2025-08-10,Wholesaler,24,1060.94,23497.97,1330.63,1084.44,22167.34,2025-12-02 10:46:16,,,,
2025-08-10,Retail Chain,23,206.69,4931.16,329.1,237.82,4602.0599999999995,2025-12-02 10:46:16,,,,
2025-08-10,Caterer,12,318.35,5535.89,412.28,252.77,5123.610000000001,2025-12-02 10:46:16,,,,
2025-08-11,HORECA,23,917.81,20378.44,1775.25,1062.77,18603.19,2025-12-02 10:46:16,,,,
2025-08-11,Wholesaler,12,783.51,19313.29,1280.74,1011.83,18032.55,2025-12-02 10:46:16,,,,
2025-08-11,Retail Chain,19,689.85,13414.57,1307.7,706.65,12106.869999999999,2025-12-02 10:46:16,,,,
2025-08-11,Caterer,22,979.97,20833.52,1316.12,1011.58,19517.4,2025-12-02 10:46:16,,,,
2025-08-12,HORECA,12,428.01,9647.87,688.29,447.2,8959.580000000002,2025-12-02 10:46:16,,,,
2025-08-12,Wholesaler,30,931.17,19865.72,1525.14,1005.74,18340.58,2025-12-02 10:46:16,,,,
2025-08-12,Retail Chain,13,220.09,4134.21,228.85,224.65,3905.36,2025-12-02 10:46:16,,,,
2025-08-12,Caterer,6,849.51,15937.44,1255.78,764.22,14681.66,2025-12-02 10:46:16,,,,
2025-08-13,HORECA,6,938.5,18133.1,1317.74,974.87,16815.359999999997,2025-12-02 10:46:16,,,,
2025-08-13,Wholesaler,27,405.5,6919.94,467.89,332.48,6452.049999999999,2025-12-02 10:46:16,,,,
2025-08-13,Retail Chain,13,303.74,4639.12,431.11,239.76,4208.01,2025-12-02 10:46:16,,,,
2025-08-13,Caterer,26,286.18,6561.91,568.25,331.8,5993.66,2025-12-02 10:46:16,,,,
2025-08-14,HORECA,30,935.19,14460.68,956.09,757.6,13504.59,2025-12-02 10:46:16,,,,
2025-08-14,Wholesaler,9,570.91,13011.9,1103.33,630.49,11908.57,2025-12-02 10:46:16,,,,
2025-08-14,Retail Chain,30,1030.43,21808.24,1812.16,987.58,19996.08,2025-12-02 10:46:16,,,,
2025-08-14,Caterer,30,266.32,6219.85,621.65,331.87,5598.200000000001,2025-12-02 10:46:16,,,,
2025-08-15,HORECA,5,651.76,13980.66,1078.44,657.53,12902.22,2025-12-02 10:46:16,,,,
2025-08-15,Wholesaler,11,362.79,8451.6,451.16,383.0,8000.4400000000005,2025-12-02 10:46:16,,,,
2025-08-15,Retail Chain,19,254.07,5395.15,516.01,287.87,4879.139999999999,2025-12-02 10:46:16,,,,
2025-08-15,Caterer,11,581.0,13854.61,1060.91,715.24,12793.7,2025-12-02 10:46:16,,,,
2025-08-16,HORECA,12,473.19,8309.8,585.6,408.6,7724.199999999999,2025-12-02 10:46:16,,,,
2025-08-16,Wholesaler,18,750.33,15922.17,1321.06,746.08,14601.11,2025-12-02 10:46:16,,,,
2025-08-16,Retail Chain,20,472.91,11039.63,935.76,604.06,10103.869999999999,2025-12-02 10:46:16,,,,
2025-08-16,Caterer,20,481.96,9962.04,976.25,462.34,8985.79,2025-12-02 10:46:16,,,,
2025-08-17,HORECA,13,889.96,18916.46,1803.58,927.71,17112.879999999997,2025-12-02 10:46:16,,,,
2025-08-17,Wholesaler,8,879.99,18332.29,1122.93,834.44,17209.36,2025-12-02 10:46:16,,,,
2025-08-17,Retail Chain,11,1000.22,24341.63,2134.12,1193.84,22207.510000000002,2025-12-02 10:46:16,,,,
2025-08-17,Caterer,30,510.58,7853.19,516.07,423.5,7337.12,2025-12-02 10:46:16,,,,
2025-08-18,HORECA,14,478.67,11104.41,615.76,597.78,10488.65,2025-12-02 10:46:16,,,,
2025-08-18,Wholesaler,14,242.01,4526.31,244.81,241.85,4281.5,2025-12-02 10:46:16,,,,
2025-08-18,Retail Chain,22,237.94,3813.83,290.07,176.61,3523.7599999999998,2025-12-02 10:46:16,,,,
2025-08-18,Caterer,11,332.86,5782.72,401.95,295.49,5380.77,2025-12-02 10:46:16,,,,
2025-08-19,HORECA,5,879.31,21382.52,1821.91,1075.24,19560.61,2025-12-02 10:46:16,,,,
2025-08-19,Wholesaler,17,321.73,6722.93,404.07,348.61,6318.860000000001,2025-12-02 10:46:16,,,,
2025-08-19,Retail Chain,25,568.77,13794.68,1007.55,754.93,12787.130000000001,2025-12-02 10:46:16,,,,
2025-08-19,Caterer,24,354.99,5530.9,503.29,258.28,5027.61,2025-12-02 10:46:16,,,,
2025-08-20,HORECA,11,332.73,5451.51,521.31,287.05,4930.200000000001,2025-12-02 10:46:16,,,,
2025-08-20,Wholesaler,6,820.3,19676.36,1049.25,1020.79,18627.11,2025-12-02 10:46:16,,,,
2025-08-20,Retail Chain,25,783.76,12007.07,989.2,600.66,11017.869999999999,2025-12-02 10:46:16,,,,
2025-08-20,Caterer,28,919.38,21270.84,1865.94,1142.7,19404.9,2025-12-02 10:46:16,,,,
2025-08-21,HORECA,6,792.82,17745.85,1032.45,810.59,16713.399999999998,2025-12-02 10:46:16,,,,
2025-08-21,Wholesaler,28,635.58,12056.16,758.98,626.39,11297.18,2025-12-02 10:46:16,,,,
2025-08-21,Retail Chain,7,1089.45,20435.42,1494.68,926.63,18940.739999999998,2025-12-02 10:46:16,,,,
2025-08-21,Caterer,12,551.79,12355.78,972.28,611.23,11383.5,2025-12-02 10:46:16,,,,
2025-08-22,HORECA,15,1090.72,23880.96,1251.48,1192.69,22629.48,2025-12-02 10:46:16,,,,
2025-08-22,Wholesaler,6,408.3,7999.99,526.75,438.7,7473.24,2025-12-02 10:46:16,,,,
2025-08-22,Retail Chain,28,238.75,3926.74,342.15,181.89,3584.5899999999997,2025-12-02 10:46:16,,,,
2025-08-22,Caterer,19,852.83,17522.82,1642.19,900.11,15880.63,2025-12-02 10:46:16,,,,
2025-08-23,HORECA,24,1191.05,24325.05,2194.25,1256.64,22130.8,2025-12-02 10:46:16,,,,
2025-08-23,Wholesaler,8,921.57,16392.78,1252.42,767.21,15140.359999999999,2025-12-02 10:46:16,,,,
2025-08-23,Retail Chain,24,531.69,12948.0,1123.9,609.79,11824.1,2025-12-02 10:46:16,,,,
2025-08-23,Caterer,26,961.48,15900.93,1242.18,832.82,14658.75,2025-12-02 10:46:16,,,,
2025-08-24,HORECA,14,661.26,9970.94,960.33,466.97,9010.61,2025-12-02 10:46:16,,,,
2025-08-24,Wholesaler,23,1086.04,22381.26,1436.0,1219.27,20945.26,2025-12-02 10:46:16,,,,
2025-08-24,Retail Chain,7,745.3,15602.07,865.63,811.99,14736.44,2025-12-02 10:46:16,,,,
