date,store_id,total_bills,total_qty_kg,gross_sales,discount_amount,tax_amount,net_sales,created_at,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
2025-07-08,STORE_VDR_003,40,414.76,11682.69,456.59,522.82,11226.1,2025-12-02 10:42:54,,,,
2025-07-09,STORE_AHD_001,113,144.05,2538.53,192.97,130.06,2345.5600000000004,2025-12-02 10:42:54,,,,
2025-07-09,STORE_SUR_002,121,293.37,12355.72,533.57,637.09,11822.15,2025-12-02 10:42:54,,,,
2025-07-09,STORE_VDR_003,76,301.95,7025.64,377.83,362.36,6647.81,2025-12-02 10:42:54,,,,
2025-07-10,STORE_AHD_001,111,124.78,3440.54,166.42,181.9,3274.12,2025-12-02 10:42:54,,,,
2025-07-10,STORE_SUR_002,124,138.27,6076.29,389.91,250.5,5686.38,2025-12-02 10:42:54,,,,
2025-07-10,STORE_VDR_003,112,487.02,13395.14,1078.46,584.97,12316.68,2025-12-02 10:42:54,,,,
2025-07-11,STORE_AHD_001,98,413.05,12574.35,1216.59,515.97,11357.76,2025-12-02 10:42:54,,,,
2025-07-11,STORE_SUR_002,84,467.92,15666.32,754.9,709.7,14911.42,2025-12-02 10:42:54,,,,
2025-07-11,STORE_VDR_003,86,344.22,8380.36,482.46,340.68,7897.900000000001,2025-12-02 10:42:54,,,,
2025-07-12,STORE_AHD_001,114,311.15,6809.75,136.43,358.93,6673.32,2025-12-02 10:42:54,,,,
2025-07-12,STORE_SUR_002,128,350.36,15173.69,548.35,786.63,14625.34,2025-12-02 10:42:54,,,,
2025-07-12,STORE_VDR_003,114,424.5,14980.01,1258.89,838.68,13721.12,2025-12-02 10:42:54,,,,
2025-07-13,STORE_AHD_001,131,126.62,2186.55,141.3,93.17,2045.2500000000002,2025-12-02 10:42:54,,,,
2025-07-13,STORE_SUR_002,148,488.52,20268.61,1146.41,874.32,19122.2,2025-12-02 10:42:54,,,,
2025-07-13,STORE_VDR_003,114,261.28,9058.19,764.48,379.2,8293.710000000001,2025-12-02 10:42:54,,,,
2025-07-14,STORE_AHD_001,133,534.4,11723.65,830.47,515.21,10893.18,2025-12-02 10:42:54,,,,
2025-07-14,STORE_SUR_002,73,505.98,19123.34,1675.95,878.12,17447.39,2025-12-02 10:42:54,,,,
2025-07-14,STORE_VDR_003,124,133.92,2550.2,40.62,136.19,2509.58,2025-12-02 10:42:54,,,,
2025-07-15,STORE_AHD_001,67,291.12,8348.84,827.46,472.12,7521.38,2025-12-02 10:42:54,,,,
2025-07-15,STORE_SUR_002,147,300.74,9157.06,529.53,521.64,8627.529999999999,2025-12-02 10:42:54,,,,
2025-07-15,STORE_VDR_003,114,407.64,12775.74,228.88,517.44,12546.86,2025-12-02 10:42:54,,,,
2025-07-16,STORE_AHD_001,94,148.65,3020.27,120.11,177.51,2900.16,2025-12-02 10:42:54,,,,
2025-07-16,STORE_SUR_002,127,332.19,9587.14,135.67,477.33,9451.47,2025-12-02 10:42:54,,,,
2025-07-16,STORE_VDR_003,103,402.75,8342.53,488.18,391.63,7854.35,2025-12-02 10:42:54,,,,
2025-07-17,STORE_AHD_001,103,362.97,12697.11,472.83,522.34,12224.28,2025-12-02 10:42:54,,,,
2025-07-17,STORE_SUR_002,91,176.78,7942.11,675.52,391.96,7266.59,2025-12-02 10:42:54,,,,
2025-07-17,STORE_VDR_003,140,547.79,13611.75,701.03,784.9,12910.72,2025-12-02 10:42:54,,,,
2025-07-18,STORE_AHD_001,119,513.01,9390.23,636.13,408.53,8754.1,2025-12-02 10:42:54,,,,
2025-07-18,STORE_SUR_002,64,166.74,5035.68,286.31,227.9,4749.37,2025-12-02 10:42:54,,,,
2025-07-18,STORE_VDR_003,50,186.12,3893.04,154.3,159.38,3738.74,2025-12-02 10:42:54,,,,
2025-07-19,STORE_AHD_001,139,136.09,2542.33,51.98,134.83,2490.35,2025-12-02 10:42:54,,,,
2025-07-19,STORE_SUR_002,104,215.78,4811.1,453.32,246.46,4357.780000000001,2025-12-02 10:42:54,,,,
2025-07-19,STORE_VDR_003,40,452.21,8634.55,196.98,358.82,8437.57,2025-12-02 10:42:54,,,,
2025-07-20,STORE_AHD_001,126,281.51,5960.02,444.63,337.66,5515.39,2025-12-02 10:42:54,,,,
2025-07-20,STORE_SUR_002,42,421.13,11337.42,1063.18,466.63,10274.24,2025-12-02 10:42:54,,,,
2025-07-20,STORE_VDR_003,109,544.21,9796.65,835.11,446.53,8961.539999999999,2025-12-02 10:42:54,,,,
2025-07-21,STORE_AHD_001,128,266.62,8202.73,527.56,361.99,7675.17,2025-12-02 10:42:54,,,,
2025-07-21,STORE_SUR_002,64,232.74,10131.0,1012.4,552.44,9118.6,2025-12-02 10:42:54,,,,
2025-07-21,STORE_VDR_003,74,452.35,9691.25,597.63,493.97,9093.62,2025-12-02 10:42:54,,,,
2025-07-22,STORE_AHD_001,49,251.99,7796.53,668.23,326.78,7128.299999999999,2025-12-02 10:42:54,,,,
2025-07-22,STORE_SUR_002,115,309.36,10832.16,112.17,636.75,10719.99,2025-12-02 10:42:54,,,,
2025-07-22,STORE_VDR_003,41,381.16,11002.17,185.12,576.03,10817.05,2025-12-02 10:42:54,,,,
2025-07-23,STORE_AHD_001,103,164.73,5349.43,230.66,253.61,5118.77,2025-12-02 10:42:54,,,,
2025-07-23,STORE_SUR_002,63,275.89,9613.09,857.05,571.63,8756.04,2025-12-02 10:42:54,,,,
2025-07-23,STORE_VDR_003,77,317.25,7910.05,168.2,413.4,7741.85,2025-12-02 10:42:54,,,,
2025-07-24,STORE_AHD_001,45,403.51,12799.92,993.0,589.17,11806.92,2025-12-02 10:42:54,,,,
2025-07-24,STORE_SUR_002,68,334.11,10775.87,344.83,602.36,10431.04,2025-12-02 10:42:54,,,,
2025-07-24,STORE_VDR_003,88,538.58,16697.14,1356.44,900.42,15340.699999999999,2025-12-02 10:42:54,,,,
2025-07-25,STORE_AHD_001,118,442.07,10001.69,682.04,407.27,9319.650000000001,2025-12-02 10:42:54,,,,
2025-07-25,STORE_SUR_002,130,524.12,15674.93,640.2,882.36,15034.73,2025-12-02 10:42:54,,,,
2025-07-25,STORE_VDR_003,56,475.83,15175.0,649.21,856.66,14525.79,2025-12-02 10:42:54,,,,
2025-07-26,STORE_AHD_001,85,398.22,8058.95,712.33,406.71,7346.62,2025-12-02 10:42:54,,,,
2025-07-26,STORE_SUR_002,48,142.69,5128.91,243.36,235.8,4885.55,2025-12-02 10:42:54,,,,
2025-07-26,STORE_VDR_003,113,396.63,9053.01,639.62,524.56,8413.39,2025-12-02 10:42:54,,,,
2025-07-27,STORE_AHD_001,67,491.32,12647.12,391.98,669.13,12255.140000000001,2025-12-02 10:42:54,,,,
2025-07-27,STORE_SUR_002,109,168.69,6064.44,87.21,345.31,5977.23,2025-12-02 10:42:54,,,,
2025-07-27,STORE_VDR_003,84,317.53,10695.77,142.54,535.1,10553.23,2025-12-02 10:42:54,,,,
2025-07-28,STORE_AHD_001,40,411.58,9801.44,393.17,510.61,9408.27,2025-12-02 10:42:54,,,,
2025-07-28,STORE_SUR_002,136,528.21,20016.24,349.58,821.21,19666.66,2025-12-02 10:42:54,,,,
2025-07-28,STORE_VDR_003,62,338.91,10480.72,290.85,444.34,10189.869999999999,2025-12-02 10:42:54,,,,
2025-07-29,STORE_AHD_001,139,538.61,14753.28,512.7,681.37,14240.58,2025-12-02 10:42:54,,,,
2025-07-29,STORE_SUR_002,134,506.92,12271.55,825.11,576.62,11446.439999999999,2025-12-02 10:42:54,,,,
2025-07-29,STORE_VDR_003,100,523.91,16234.68,202.06,893.02,16032.62,2025-12-02 10:42:54,,,,
2025-07-30,STORE_AHD_001,134,293.81,6367.5,215.48,325.99,6152.02,2025-12-02 10:42:54,,,,
2025-07-30,STORE_SUR_002,89,348.23,7353.37,116.15,398.53,7237.22,2025-12-02 10:42:54,,,,
2025-07-30,STORE_VDR_003,65,422.61,12045.12,227.55,658.87,11817.570000000002,2025-12-02 10:42:54,,,,
2025-07-31,STORE_AHD_001,48,488.25,9697.18,572.48,564.57,9124.7,2025-12-02 10:42:54,,,,
2025-07-31,STORE_SUR_002,61,297.44,10505.23,462.84,524.71,10042.39,2025-12-02 10:42:54,,,,
2025-07-31,STORE_VDR_003,81,535.59,20860.36,1370.63,1150.43,19489.73,2025-12-02 10:42:54,,,,
2025-08-01,STORE_AHD_001,52,161.86,2799.35,247.39,136.39,2551.96,2025-12-02 10:42:54,,,,
2025-08-01,STORE_SUR_002,132,240.42,5179.27,239.42,221.68,4939.85,2025-12-02 10:42:54,,,,
2025-08-01,STORE_VDR_003,102,179.32,5237.93,491.84,216.6,4746.09,2025-12-02 10:42:54,,,,
2025-08-02,STORE_AHD_001,145,270.03,4292.9,174.92,205.74,4117.98,2025-12-02 10:42:54,,,,
2025-08-02,STORE_SUR_002,52,469.21,10019.01,563.4,478.44,9455.61,2025-12-02 10:42:54,,,,
2025-08-02,STORE_VDR_003,130,212.32,6746.73,644.2,314.24,6102.53,2025-12-02 10:42:54,,,,
2025-08-03,STORE_AHD_001,126,308.12,9007.03,328.31,536.24,8678.720000000001,2025-12-02 10:42:54,,,,
2025-08-03,STORE_SUR_002,73,345.64,11287.52,1110.02,663.88,10177.5,2025-12-02 10:42:54,,,,
2025-08-03,STORE_VDR_003,57,315.97,7956.21,244.94,391.95,7711.27,2025-12-02 10:42:54,,,,
2025-08-04,STORE_AHD_001,49,362.56,11397.82,1052.05,603.94,10345.77,2025-12-02 10:42:54,,,,
2025-08-04,STORE_SUR_002,79,521.37,22181.83,280.6,923.52,21901.230000000003,2025-12-02 10:42:54,,,,
2025-08-04,STORE_VDR_003,65,284.91,7361.11,409.29,373.62,6951.82,2025-12-02 10:42:54,,,,
2025-08-05,STORE_AHD_001,70,421.13,9411.94,439.74,412.5,8972.2,2025-12-02 10:42:54,,,,
2025-08-05,STORE_SUR_002,91,136.84,6058.35,97.25,337.57,5961.1,2025-12-02 10:42:54,,,,
2025-08-05,STORE_VDR_003,70,196.28,7121.2,191.42,315.03,6929.78,2025-12-02 10:42:54,,,,
2025-08-06,STORE_AHD_001,89,222.18,7179.21,596.2,406.58,6583.01,2025-12-02 10:42:54,,,,
2025-08-06,STORE_SUR_002,106,222.49,8254.2,326.22,463.47,7927.9800000000005,2025-12-02 10:42:54,,,,
2025-08-06,STORE_VDR_003,140,461.97,9791.41,226.47,483.88,9564.94,2025-12-02 10:42:54,,,,
2025-08-07,STORE_AHD_001,110,231.81,7048.11,216.01,409.17,6832.099999999999,2025-12-02 10:42:54,,,,
2025-08-07,STORE_SUR_002,43,348.67,9134.73,260.43,430.69,8874.3,2025-12-02 10:42:54,,,,
2025-08-07,STORE_VDR_003,127,228.53,5736.84,440.91,277.65,5295.93,2025-12-02 10:42:54,,,,
2025-08-08,STORE_AHD_001,137,316.39,7975.42,639.18,325.15,7336.24,2025-12-02 10:42:54,,,,
2025-08-08,STORE_SUR_002,120,223.51,4567.61,108.14,239.88,4459.469999999999,2025-12-02 10:42:54,,,,
2025-08-08,STORE_VDR_003,46,142.97,3704.19,126.28,178.23,3577.91,2025-12-02 10:42:54,,,,
2025-08-09,STORE_AHD_001,47,340.4,10697.05,1063.82,591.24,9633.23,2025-12-02 10:42:54,,,,
2025-08-09,STORE_SUR_002,112,219.22,5394.16,537.25,296.1,4856.91,2025-12-02 10:42:54,,,,
2025-08-09,STORE_VDR_003,55,463.71,12704.76,744.19,581.38,11960.57,2025-12-02 10:42:54,,,,
2025-08-10,STORE_AHD_001,108,474.72,8279.21,461.76,446.42,7817.449999999999,2025-12-02 10:42:54,,,,
2025-08-10,STORE_SUR_002,79,278.03,11974.62,591.29,513.64,11383.330000000002,2025-12-02 10:42:54,,,,
2025-08-10,STORE_VDR_003,132,356.35,11909.29,485.3,572.24,11423.990000000002,2025-12-02 10:42:54,,,,
2025-08-11,STORE_AHD_001,127,168.22,3972.55,362.95,168.29,3609.6000000000004,2025-12-02 10:42:54,,,,
2025-08-11,STORE_SUR_002,107,317.29,12853.99,549.07,631.33,12304.92,2025-12-02 10:42:54,,,,
2025-08-11,STORE_VDR_003,98,336.01,11646.85,321.74,646.04,11325.11,2025-12-02 10:42:54,,,,
2025-08-12,STORE_AHD_001,103,181.63,6265.19,114.89,300.41,6150.299999999999,2025-12-02 10:42:54,,,,
2025-08-12,STORE_SUR_002,93,124.12,3577.84,323.49,178.7,3254.3500000000004,2025-12-02 10:42:54,,,,
2025-08-12,STORE_VDR_003,115,421.5,15409.5,582.05,788.49,14827.45,2025-12-02 10:42:54,,,,
2025-08-13,STORE_AHD_001,58,362.44,12056.43,1148.56,551.1,10907.87,2025-12-02 10:42:54,,,,
2025-08-13,STORE_SUR_002,73,246.85,6094.26,496.83,320.22,5597.43,2025-12-02 10:42:54,,,,
2025-08-13,STORE_VDR_003,51,290.26,11103.11,610.85,649.2,10492.26,2025-12-02 10:42:54,,,,
2025-08-14,STORE_AHD_001,107,348.42,11900.51,578.5,537.0,11322.01,2025-12-02 10:42:54,,,,
2025-08-14,STORE_SUR_002,105,359.67,9773.46,717.0,511.0,9056.46,2025-12-02 10:42:54,,,,
2025-08-14,STORE_VDR_003,128,182.83,5815.8,79.54,263.65,5736.26,2025-12-02 10:42:54,,,,
2025-08-15,STORE_AHD_001,49,512.08,15082.04,370.78,728.85,14711.26,2025-12-02 10:42:54,,,,
2025-08-15,STORE_SUR_002,46,420.83,15113.8,458.44,714.1,14655.359999999999,2025-12-02 10:42:54,,,,
2025-08-15,STORE_VDR_003,108,526.57,14583.82,1239.51,768.34,13344.31,2025-12-02 10:42:54,,,,
2025-08-16,STORE_AHD_001,107,338.49,7823.96,193.76,416.06,7630.2,2025-12-02 10:42:54,,,,
2025-08-16,STORE_SUR_002,77,301.01,11978.74,1117.14,595.92,10861.6,2025-12-02 10:42:54,,,,
2025-08-16,STORE_VDR_003,44,479.85,17630.4,609.39,795.83,17021.010000000002,2025-12-02 10:42:54,,,,
2025-08-17,STORE_AHD_001,145,208.6,4688.61,381.57,269.01,4307.04,2025-12-02 10:42:54,,,,
2025-08-17,STORE_SUR_002,114,379.92,14956.34,814.65,767.13,14141.69,2025-12-02 10:42:54,,,,
2025-08-17,STORE_VDR_003,104,165.14,5063.34,406.51,303.47,4656.83,2025-12-02 10:42:54,,,,
2025-08-18,STORE_AHD_001,58,299.33,7285.69,228.88,403.31,7056.8099999999995,2025-12-02 10:42:54,,,,
2025-08-18,STORE_SUR_002,90,280.71,10153.23,756.1,561.39,9397.13,2025-12-02 10:42:54,,,,
2025-08-18,STORE_VDR_003,91,519.27,13671.66,1179.63,576.01,12492.029999999999,2025-12-02 10:42:54,,,,
2025-08-19,STORE_AHD_001,65,256.26,6026.68,433.05,288.23,5593.63,2025-12-02 10:42:54,,,,
2025-08-19,STORE_SUR_002,141,300.46,9425.16,128.94,537.77,9296.22,2025-12-02 10:42:54,,,,
2025-08-19,STORE_VDR_003,121,277.63,8284.36,490.0,461.68,7794.360000000001,2025-12-02 10:42:54,,,,
2025-08-20,STORE_AHD_001,147,317.46,5346.12,326.12,272.36,5020.0,2025-12-02 10:42:54,,,,
2025-08-20,STORE_SUR_002,111,359.62,13135.66,1027.36,741.63,12108.3,2025-12-02 10:42:54,,,,
2025-08-20,STORE_VDR_003,75,135.07,3958.12,45.54,206.41,3912.58,2025-12-02 10:42:54,,,,
2025-08-21,STORE_AHD_001,119,362.21,5538.98,550.82,235.7,4988.16,2025-12-02 10:42:54,,,,
2025-08-21,STORE_SUR_002,53,197.73,8463.31,647.47,410.28,7815.839999999999,2025-12-02 10:42:54,,,,
2025-08-21,STORE_VDR_003,74,355.93,8219.98,712.0,425.26,7507.98,2025-12-02 10:42:54,,,,
2025-08-22,STORE_AHD_001,111,339.68,9269.77,108.35,390.99,9161.42,2025-12-02 10:42:54,,,,
2025-08-22,STORE_SUR_002,129,349.36,15451.73,419.15,719.97,15032.58,2025-12-02 10:42:54,,,,
2025-08-22,STORE_VDR_003,76,371.62,12584.03,1111.8,507.2,11472.230000000001,2025-12-02 10:42:54,,,,
2025-08-23,STORE_AHD_001,52,412.69,6439.15,626.38,284.23,5812.7699999999995,2025-12-02 10:42:54,,,,
2025-08-23,STORE_SUR_002,53,404.06,15646.95,664.28,821.2,14982.67,2025-12-02 10:42:54,,,,
2025-08-23,STORE_VDR_003,72,171.26,6308.95,85.21,254.75,6223.74,2025-12-02 10:42:54,,,,
2025-08-24,STORE_AHD_001,105,223.03,5335.47,265.04,244.68,5070.43,2025-12-02 10:42:54,,,,
2025-08-24,STORE_SUR_002,84,169.67,4021.87,295.25,205.26,3726.62,2025-12-02 10:42:54,,,,
2025-08-24,STORE_VDR_003,49,335.45,11006.25,568.2,465.89,10438.05,2025-12-02 10:42:54,,,,
2025-08-25,STORE_AHD_001,99,366.42,10175.16,988.86,608.49,9186.3,2025-12-02 10:42:54,,,,
2025-08-25,STORE_SUR_002,66,436.59,19051.59,1031.22,1034.75,18020.37,2025-12-02 10:42:54,,,,
2025-08-25,STORE_VDR_003,80,142.11,5164.74,325.56,234.52,4839.179999999999,2025-12-02 10:42:54,,,,
2025-08-26,STORE_AHD_001,137,321.3,6869.11,413.5,379.54,6455.61,2025-12-02 10:42:54,,,,
2025-08-26,STORE_SUR_002,88,357.41,13408.63,1188.38,738.68,12220.25,2025-12-02 10:42:54,,,,
2025-08-26,STORE_VDR_003,84,371.36,12162.49,289.46,605.74,11873.03,2025-12-02 10:42:54,,,,
2025-08-27,STORE_AHD_001,100,441.49,11901.35,162.03,577.09,11739.32,2025-12-02 10:42:54,,,,
2025-08-27,STORE_SUR_002,55,351.3,8613.7,265.09,500.89,8348.61,2025-12-02 10:42:54,,,,
2025-08-27,STORE_VDR_003,106,360.39,7184.68,628.11,375.6,6556.570000000001,2025-12-02 10:42:54,,,,
2025-08-28,STORE_AHD_001,55,272.18,5610.88,496.01,327.67,5114.87,2025-12-02 10:42:54,,,,
2025-08-28,STORE_SUR_002,50,181.38,4017.12,98.06,191.86,3919.06,2025-12-02 10:42:54,,,,
2025-08-28,STORE_VDR_003,48,167.22,4490.93,182.01,237.15,4308.92,2025-12-02 10:42:54,,,,
2025-08-29,STORE_AHD_001,47,248.65,7220.28,714.97,328.68,6505.3099999999995,2025-12-02 10:42:54,,,,
2025-08-29,STORE_SUR_002,110,173.88,6173.26,315.6,260.89,5857.66,2025-12-02 10:42:54,,,,
2025-08-29,STORE_VDR_003,43,521.73,13974.92,1193.11,695.22,12781.81,2025-12-02 10:42:54,,,,
2025-08-30,STORE_AHD_001,47,472.79,15416.74,1007.08,630.41,14409.66,2025-12-02 10:42:54,,,,
2025-08-30,STORE_SUR_002,148,514.54,19312.23,363.13,946.37,18949.1,2025-12-02 10:42:54,,,,
2025-08-30,STORE_VDR_003,78,134.09,2917.38,128.78,119.65,2788.6,2025-12-02 10:42:54,,,,
2025-08-31,STORE_AHD_001,107,327.56,8868.34,610.62,371.15,8257.72,2025-12-02 10:42:54,,,,
2025-08-31,STORE_SUR_002,85,150.92,5924.95,363.82,249.68,5561.13,2025-12-02 10:42:54,,,,
2025-08-31,STORE_VDR_003,140,519.06,10055.82,681.05,517.13,9374.77,2025-12-02 10:42:54,,,,
2025-09-01,STORE_AHD_001,58,352.79,7965.07,676.65,352.9,7288.42,2025-12-02 10:42:54,,,,
2025-09-01,STORE_SUR_002,81,286.96,11113.6,1020.75,552.64,10092.85,2025-12-02 10:42:54,,,,
2025-09-01,STORE_VDR_003,76,415.5,10380.05,436.53,530.3,9943.519999999999,2025-12-02 10:42:54,,,,
2025-09-02,STORE_AHD_001,118,160.52,3370.88,102.68,178.61,3268.2000000000003,2025-12-02 10:42:54,,,,
2025-09-02,STORE_SUR_002,141,397.61,9770.96,140.38,409.98,9630.58,2025-12-02 10:42:54,,,,
2025-09-02,STORE_VDR_003,46,528.27,11812.75,604.19,591.5,11208.56,2025-12-02 10:42:54,,,,
2025-09-03,STORE_AHD_001,78,134.22,3680.63,323.68,193.58,3356.9500000000003,2025-12-02 10:42:54,,,,
2025-09-03,STORE_SUR_002,114,232.02,7601.42,712.98,372.95,6888.4400000000005,2025-12-02 10:42:54,,,,
2025-09-03,STORE_VDR_003,105,337.86,12725.58,145.37,557.04,12580.21,2025-12-02 10:42:54,,,,
2025-09-04,STORE_AHD_001,98,240.86,6916.65,441.0,370.66,6475.65,2025-12-02 10:42:54,,,,
2025-09-04,STORE_SUR_002,113,191.78,6796.43,164.36,278.98,6632.070000000001,2025-12-02 10:42:54,,,,
2025-09-04,STORE_VDR_003,126,485.94,10683.74,545.87,430.98,10137.869999999999,2025-12-02 10:42:54,,,,
2025-09-05,STORE_AHD_001,139,259.02,4505.16,215.57,188.58,4289.59,2025-12-02 10:42:54,,,,
2025-09-05,STORE_SUR_002,118,201.64,6869.87,599.38,314.49,6270.49,2025-12-02 10:42:54,,,,
2025-09-05,STORE_VDR_003,116,337.71,12754.23,1243.8,602.88,11510.43,2025-12-02 10:42:54,,,,
2025-09-06,STORE_AHD_001,57,188.59,6294.85,615.65,292.43,5679.200000000001,2025-12-02 10:42:54,,,,
2025-09-06,STORE_SUR_002,93,474.48,9610.98,438.94,423.09,9172.039999999999,2025-12-02 10:42:54,,,,
2025-09-06,STORE_VDR_003,61,134.53,4424.35,419.0,183.89,4005.3500000000004,2025-12-02 10:42:54,,,,
2025-09-07,STORE_AHD_001,102,370.33,12470.49,1078.86,747.51,11391.63,2025-12-02 10:42:54,,,,
2025-09-07,STORE_SUR_002,51,392.45,9788.3,226.31,431.81,9561.99,2025-12-02 10:42:54,,,,
2025-09-07,STORE_VDR_003,63,130.31,5092.84,386.03,243.39,4706.81,2025-12-02 10:42:54,,,,
2025-09-08,STORE_AHD_001,123,194.85,6386.99,388.52,314.14,5998.469999999999,2025-12-02 10:42:54,,,,
2025-09-08,STORE_SUR_002,64,311.08,10258.31,692.15,484.69,9566.16,2025-12-02 10:42:54,,,,
2025-09-08,STORE_VDR_003,107,313.0,10025.37,377.3,577.04,9648.070000000002,2025-12-02 10:42:54,,,,
2025-09-09,STORE_AHD_001,55,188.84,3755.31,64.2,162.82,3691.11,2025-12-02 10:42:54,,,,
2025-09-09,STORE_SUR_002,98,137.21,5005.39,472.81,208.51,4532.58,2025-12-02 10:42:54,,,,
2025-09-09,STORE_VDR_003,147,407.66,14546.55,585.65,602.5,13960.9,2025-12-02 10:42:54,,,,
2025-09-10,STORE_AHD_001,89,410.36,12924.95,267.13,678.82,12657.820000000002,2025-12-02 10:42:54,,,,
2025-09-10,STORE_SUR_002,124,134.36,4303.28,176.02,226.46,4127.259999999999,2025-12-02 10:42:54,,,,
2025-09-10,STORE_VDR_003,104,336.67,12319.58,204.36,729.59,12115.22,2025-12-02 10:42:54,,,,
2025-09-11,STORE_AHD_001,67,325.39,5594.03,202.37,225.34,5391.66,2025-12-02 10:42:54,,,,
2025-09-11,STORE_SUR_002,138,207.16,6988.45,458.77,329.14,6529.68,2025-12-02 10:42:54,,,,
2025-09-11,STORE_VDR_003,125,211.33,6119.07,213.51,306.75,5905.5599999999995,2025-12-02 10:42:54,,,,
2025-09-12,STORE_AHD_001,96,340.57,8877.7,730.46,402.12,8147.240000000001,2025-12-02 10:42:54,,,,
2025-09-12,STORE_SUR_002,72,361.2,8654.99,414.06,394.66,8240.93,2025-12-02 10:42:54,,,,
2025-09-12,STORE_VDR_003,55,150.09,3352.98,147.42,156.62,3205.56,2025-12-02 10:42:54,,,,
2025-09-13,STORE_AHD_001,143,458.63,9323.07,754.81,471.53,8568.26,2025-12-02 10:42:54,,,,
2025-09-13,STORE_SUR_002,75,217.63,6818.57,499.49,329.96,6319.08,2025-12-02 10:42:54,,,,
2025-09-13,STORE_VDR_003,85,213.14,4413.62,338.57,223.37,4075.0499999999997,2025-12-02 10:42:54,,,,
2025-09-14,STORE_AHD_001,88,304.07,9080.46,648.71,400.37,8431.75,2025-12-02 10:42:54,,,,
2025-09-14,STORE_SUR_002,141,175.53,7831.78,645.86,375.53,7185.92,2025-12-02 10:42:54,,,,
2025-09-14,STORE_VDR_003,50,121.21,4617.98,168.3,185.33,4449.679999999999,2025-12-02 10:42:54,,,,
2025-09-15,STORE_AHD_001,46,165.28,3863.99,121.86,182.21,3742.1299999999997,2025-12-02 10:42:54,,,,
2025-09-15,STORE_SUR_002,122,185.66,4942.45,447.04,201.36,4495.41,2025-12-02 10:42:54,,,,
2025-09-15,STORE_VDR_003,45,370.49,12226.85,211.08,499.14,12015.77,2025-12-02 10:42:54,,,,
2025-09-16,STORE_AHD_001,87,205.78,3117.78,152.1,173.15,2965.6800000000003,2025-12-02 10:42:54,,,,
2025-09-16,STORE_SUR_002,75,542.16,20027.2,1068.62,893.05,18958.58,2025-12-02 10:42:54,,,,
2025-09-16,STORE_VDR_003,75,184.81,6148.63,351.62,330.15,5797.01,2025-12-02 10:42:54,,,,
2025-09-17,STORE_AHD_001,42,519.13,8636.82,311.48,418.71,8325.34,2025-12-02 10:42:54,,,,
2025-09-17,STORE_SUR_002,120,348.19,8236.68,410.75,342.08,7825.93,2025-12-02 10:42:54,,,,
2025-09-17,STORE_VDR_003,53,463.68,12351.73,1228.82,499.36,11122.91,2025-12-02 10:42:54,,,,
2025-09-18,STORE_AHD_001,133,345.88,9090.65,715.98,526.59,8374.67,2025-12-02 10:42:54,,,,
2025-09-18,STORE_SUR_002,78,500.46,11165.27,998.24,594.37,10167.03,2025-12-02 10:42:54,,,,
2025-09-18,STORE_VDR_003,87,233.84,5793.14,152.6,295.7,5640.54,2025-12-02 10:42:54,,,,
2025-09-19,STORE_AHD_001,42,195.97,5461.69,446.15,261.01,5015.54,2025-12-02 10:42:54,,,,
2025-09-19,STORE_SUR_002,92,358.91,15274.01,1360.34,639.3,13913.67,2025-12-02 10:42:54,,,,
2025-09-19,STORE_VDR_003,120,396.03,13807.41,1172.65,703.05,12634.76,2025-12-02 10:42:54,,,,
2025-09-20,STORE_AHD_001,135,359.62,7399.62,550.34,410.59,6849.28,2025-12-02 10:42:54,,,,
2025-09-20,STORE_SUR_002,42,352.11,7431.21,479.38,310.17,6951.83,2025-12-02 10:42:54,,,,
2025-09-20,STORE_VDR_003,95,311.34,8105.56,728.54,427.3,7377.02,2025-12-02 10:42:54,,,,
2025-09-21,STORE_AHD_001,49,269.61,6580.64,95.14,318.38,6485.5,2025-12-02 10:42:54,,,,
2025-09-21,STORE_SUR_002,127,349.07,8282.23,390.18,462.79,7892.049999999999,2025-12-02 10:42:54,,,,
2025-09-21,STORE_VDR_003,132,301.82,9001.65,249.36,372.5,8752.289999999999,2025-12-02 10:42:54,,,,
2025-09-22,STORE_AHD_001,58,210.02,4089.91,233.53,222.18,3856.3799999999997,2025-12-02 10:42:54,,,,
2025-09-22,STORE_SUR_002,58,394.84,8067.99,207.66,464.55,7860.33,2025-12-02 10:42:54,,,,
2025-09-22,STORE_VDR_003,66,362.11,12655.76,132.77,540.31,12522.99,2025-12-02 10:42:54,,,,
2025-09-23,STORE_AHD_001,45,267.35,5689.55,369.42,274.49,5320.13,2025-12-02 10:42:54,,,,
2025-09-23,STORE_SUR_002,50,193.57,7837.5,166.51,437.44,7670.99,2025-12-02 10:42:54,,,,
2025-09-23,STORE_VDR_003,76,288.41,9286.98,509.7,486.58,8777.279999999999,2025-12-02 10:42:54,,,,
2025-09-24,STORE_AHD_001,91,485.04,15151.31,983.69,622.0,14167.619999999999,2025-12-02 10:42:54,,,,
2025-09-24,STORE_SUR_002,143,155.79,5988.23,243.49,281.57,5744.74,2025-12-02 10:42:54,,,,
2025-09-24,STORE_VDR_003,56,464.82,12619.46,994.31,624.26,11625.15,2025-12-02 10:42:54,,,,
2025-09-25,STORE_AHD_001,105,347.63,5306.42,500.15,304.46,4806.27,2025-12-02 10:42:54,,,,
